xstart,ystart,zstart,xend,yend,zend,color
-15.4552,-5.6691,87.0725,-15.8385,-5.2165,89.6753,4
-15.4552,-5.6691,87.0725,-15.5662,-5.4002,88.8535,4
-15.4552,-5.6691,87.0725,-15.4551,-5.0981,87.2315,4
-15.4552,-5.6691,87.0725,-16.1188,-4.7324,84.5397,4
-15.4552,-5.6691,87.0725,-15.9832,-4.4073,88.7323,4
-15.4552,-5.6691,87.0725,-16.0989,-3.1912,87.8266,4
-15.4552,-5.6691,87.0725,-15.5754,-5.1216,85.6613,4
-15.4552,-5.6691,87.0725,-15.7473,-5.1813,85.4054,4
-15.4552,-5.6691,87.0725,-15.6122,-4.8414,85.2459,4
-15.4552,-5.6691,87.0725,-15.4465,-6.9573,89.4201,4
-15.4552,-5.6691,87.0725,-15.3637,-5.8601,88.5696,4
-15.4552,-5.6691,87.0725,-15.6877,-5.5361,86.1529,4
-15.4552,-5.6691,87.0725,-15.5222,-5.2055,88.1085,4
-15.4552,-5.6691,87.0725,23.2013,-2.433,85.7828,10
-15.4552,-5.6691,87.0725,22.9221,-2.7126,85.1489,10
-15.4552,-5.6691,87.0725,22.8714,-2.0571,85.5115,10
-15.4552,-5.6691,87.0725,22.5272,-2.4257,84.6902,10
-15.4552,-5.6691,87.0725,-15.6323,-4.3235,87.5476,4
-15.4552,-5.6691,87.0725,-15.875,-3.0763,87.1062,4
-15.4552,-5.6691,87.0725,-15.756,-2.7346,86.5518,4
-15.4552,-5.6691,87.0725,-16.0038,-2.7783,87.1951,4
-15.4552,-5.6691,87.0725,-15.6786,-3.5554,86.9266,4
23.5543,-2.3098,83.3102,22.5272,-2.4257,84.6902,10
23.5543,-2.3098,83.3102,22.4828,-1.8948,84.8398,10
23.5543,-2.3098,83.3102,22.0644,-3.5689,82.4298,10
23.5543,-2.3098,83.3102,20.9387,-2.1884,81.85,10
23.5543,-2.3098,83.3102,21.0873,-2.3393,81.3514,10
23.5543,-2.3098,83.3102,23.2779,-3.6908,82.3545,10
23.5543,-2.3098,83.3102,22.9128,-3.7183,82.2381,19
23.5543,-2.3098,83.3102,22.5188,-3.6568,82.2517,10
23.5543,-2.3098,83.3102,21.9722,-3.1752,81.7222,10
23.5543,-2.3098,83.3102,24.8791,-3.0284,85.0093,10
23.5543,-2.3098,83.3102,30.4636,8.9505,81.7547,10
23.5543,-2.3098,83.3102,30.1171,6.3812,80.2456,8
23.5543,-2.3098,83.3102,30.5298,7.6024,80.4449,10
23.5543,-2.3098,83.3102,24.6485,-2.3344,85.2383,10
23.5543,-2.3098,83.3102,24.4037,-2.4681,84.5522,10
23.5543,-2.3098,83.3102,24.05,-3.4382,82.9678,10
23.5543,-2.3098,83.3102,23.7712,-1.9696,84.0108,10
23.5543,-2.3098,83.3102,21.4987,-3.0088,82.7405,10
23.5543,-2.3098,83.3102,24.2016,-2.842,83.8599,10
23.5543,-2.3098,83.3102,21.4283,-2.8939,82.2733,10
23.5543,-2.3098,83.3102,24.5889,4.3159,79.1384,10
23.5543,-2.3098,83.3102,32.2589,10.5986,77.8684,10
23.5543,-2.3098,83.3102,20.7383,-1.819,80.9339,10
23.5543,-2.3098,83.3102,23.5539,-3.4275,82.5698,10
23.5543,-2.3098,83.3102,22.9252,-3.0295,82.0631,10
23.5543,-2.3098,83.3102,22.6423,-3.1258,81.8819,10
23.5543,-2.3098,83.3102,22.2724,-3.095,81.6719,10
23.5543,-2.3098,83.3102,22.4338,-2.2666,81.5126,10
23.5543,-2.3098,83.3102,22.2149,-2.5836,81.4028,10
23.5543,-2.3098,83.3102,21.9341,-2.8106,81.3598,10
23.5543,-2.3098,83.3102,21.8426,-2.1904,80.928,10
23.5543,-2.3098,83.3102,28.9636,3.8693,78.659,8
23.5543,-2.3098,83.3102,21.6465,-2.5212,81.2384,19
23.5543,-2.3098,83.3102,21.2723,-2.2929,81.0366,8
23.5543,-2.3098,83.3102,22.0866,-2.2566,83.9834,10
23.5543,-2.3098,83.3102,29.132,3.0042,78.5561,8
23.5543,-2.3098,83.3102,21.2885,-1.8903,80.5198,8
23.5543,-2.3098,83.3102,20.9352,-1.7607,80.4327,8
23.5543,-2.3098,83.3102,20.9196,-1.5933,79.9825,8
23.5543,-2.3098,83.3102,21.1467,-1.5192,79.9527,8
23.5543,-2.3098,83.3102,32.6705,10.3921,77.665,10
23.5543,-2.3098,83.3102,32.4929,10.5079,78.0594,10
23.5543,-2.3098,83.3102,32.9909,10.1176,77.2625,10
23.5543,-2.3098,83.3102,32.6712,10.2241,77.0347,10
23.5543,-2.3098,83.3102,29.944,11.2608,76.535,19
23.5543,-2.3098,83.3102,29.5154,11.5455,76.5633,19
22.6953,-0.49961,89.4519,-16.1863,-5.0158,90.8455,12
22.6953,-0.49961,89.4519,22.4066,0.75413,88.751,23
22.6953,-0.49961,89.4519,21.727,0.70604,89.7194,23
22.6953,-0.49961,89.4519,31.0415,8.7001,79.7029,6
22.6953,-0.49961,89.4519,-16.8711,-0.95407,89.3603,23
22.6953,-0.49961,89.4519,29.662,4.758,80.0385,8
22.6953,-0.49961,89.4519,30.5298,7.6024,80.4449,6
22.6953,-0.49961,89.4519,22.5251,0.18181,88.9496,12
22.6953,-0.49961,89.4519,21.7378,0.25201,89.999,23
22.6953,-0.49961,89.4519,30.0782,3.2166,78.9382,8
22.6953,-0.49961,89.4519,29.3932,3.3501,78.6584,8
22.6953,-0.49961,89.4519,20.8304,0.44629,90.5046,23
22.6953,-0.49961,89.4519,34.4658,9.6198,76.2525,23
22.6953,-0.49961,89.4519,34.0595,9.4485,76.4544,23
23.1177,-0.54699,88.24,22.4066,0.75413,88.751,23
23.1177,-0.54699,88.24,21.727,0.70604,89.7194,23
23.1177,-0.54699,88.24,32.9916,9.6646,76.4704,12
23.1177,-0.54699,88.24,20.8304,0.44629,90.5046,23
23.1177,-0.54699,88.24,31.0779,9.2248,80.0426,12
23.1177,-0.54699,88.24,34.0595,9.4485,76.4544,23
23.1177,-0.54699,88.24,32.5692,9.8044,76.2495,12
23.1032,-0.70261,87.39,22.4066,0.75413,88.751,23
23.1032,-0.70261,87.39,21.727,0.70604,89.7194,23
23.1032,-0.70261,87.39,22.6691,-1.4979,85.4394,10
23.1032,-0.70261,87.39,29.4447,4.5326,79.2859,10
23.1032,-0.70261,87.39,32.2273,10.4207,76.9248,10
23.1032,-0.70261,87.39,23.3817,-2.05,86.5445,10
23.1032,-0.70261,87.39,22.7782,-0.91073,85.972,10
23.1032,-0.70261,87.39,32.9916,9.6646,76.4704,12
23.1032,-0.70261,87.39,20.6748,-1.2574,79.809,10
23.1032,-0.70261,87.39,20.5374,-1.0926,79.8448,10
23.1032,-0.70261,87.39,20.8221,-0.87348,79.2673,10
23.1032,-0.70261,87.39,20.6383,-0.98911,79.4765,10
23.1032,-0.70261,87.39,20.8637,-0.56249,79.079,10
23.1032,-0.70261,87.39,20.7345,-0.5121,79.2867,10
23.1032,-0.70261,87.39,20.8304,0.44629,90.5046,23
23.1032,-0.70261,87.39,31.0779,9.2248,80.0426,10
23.1032,-0.70261,87.39,34.0595,9.4485,76.4544,23
23.1032,-0.70261,87.39,32.5692,9.8044,76.2495,12
-15.7904,-6.8636,88.5935,-16.1548,-7.1119,89.2036,4
-15.7904,-6.8636,88.5935,-16.5999,-6.7215,88.9071,4
-15.7904,-6.8636,88.5935,-17.2668,-6.5091,89.2134,4
-15.7904,-6.8636,88.5935,-16.3963,-4.0919,90.0915,4
-15.7904,-6.8636,88.5935,-15.5422,-6.7561,88.7064,4
-16.1548,-7.1119,89.2036,-15.8752,-6.5611,87.7965,4
-16.1548,-7.1119,89.2036,-16.135,-6.7973,88.3733,4
-16.1548,-7.1119,89.2036,-15.9582,-6.4112,87.3662,4
-16.1548,-7.1119,89.2036,-19.1531,-3.4291,87.2693,4
-16.1548,-7.1119,89.2036,-16.1759,-6.5172,87.7071,4
-16.1548,-7.1119,89.2036,-15.4465,-6.9573,89.4201,4
-16.1548,-7.1119,89.2036,-15.5422,-6.7561,88.7064,4
-16.1548,-7.1119,89.2036,-19.0055,-2.8787,87.1629,4
-16.5999,-6.7215,88.9071,-15.8752,-6.5611,87.7965,4
-16.5999,-6.7215,88.9071,-17.1399,-5.6057,87.2253,4
-16.5999,-6.7215,88.9071,-17.3509,-5.3178,86.9209,0
-16.5999,-6.7215,88.9071,-15.5422,-6.7561,88.7064,4
-17.2668,-6.5091,89.2134,-15.8752,-6.5611,87.7965,4
-17.2668,-6.5091,89.2134,-17.1399,-5.6057,87.2253,4
-17.2668,-6.5091,89.2134,-17.3509,-5.3178,86.9209,0
-17.2668,-6.5091,89.2134,-15.5422,-6.7561,88.7064,4
-16.3963,-4.0919,90.0915,-15.8752,-6.5611,87.7965,4
-16.3963,-4.0919,90.0915,-15.8072,-6.1081,86.958,4
-16.3963,-4.0919,90.0915,-15.5948,-5.7692,86.7284,4
-16.3963,-4.0919,90.0915,-16.0989,-3.1912,87.8266,4
-16.3963,-4.0919,90.0915,-15.6877,-5.5361,86.1529,4
-16.3963,-4.0919,90.0915,-15.5422,-6.7561,88.7064,4
-16.3963,-4.0919,90.0915,-15.4529,-6.2644,87.9295,4
-16.3963,-4.0919,90.0915,-15.6323,-4.3235,87.5476,4
-16.3963,-4.0919,90.0915,-15.875,-3.0763,87.1062,4
-16.3963,-4.0919,90.0915,-15.5649,-6.0938,87.304,4
-16.3963,-4.0919,90.0915,-15.6786,-3.5554,86.9266,4
-16.3963,-4.0919,90.0915,-15.8941,-5.4614,85.595,4
-16.3963,-4.0919,90.0915,-14.9022,-2.527,82.9321,0
-16.3963,-4.0919,90.0915,-15.4737,-4.3017,86.6122,4
-16.3963,-4.0919,90.0915,22.4779,-4.0267,82.8569,4
-16.3963,-4.0919,90.0915,22.7104,-4.116,82.7413,4
-16.3963,-4.0919,90.0915,22.5188,-3.6568,82.2517,4
-16.3963,-4.0919,90.0915,21.2723,-2.2929,81.0366,5
-16.3963,-4.0919,90.0915,23.4873,-0.88635,83.6783,5
-16.3963,-4.0919,90.0915,23.1061,-0.62538,82.8603,5
-16.3963,-4.0919,90.0915,21.2885,-1.8903,80.5198,5
-16.3963,-4.0919,90.0915,20.9352,-1.7607,80.4327,5
-16.3963,-4.0919,90.0915,20.9196,-1.5933,79.9825,5
-16.3963,-4.0919,90.0915,21.1467,-1.5192,79.9527,5
-15.8752,-6.5611,87.7965,-15.7454,-7.2611,89.6949,4
-15.8752,-6.5611,87.7965,-16.135,-6.7973,88.3733,4
-15.8752,-6.5611,87.7965,-15.9582,-6.4112,87.3662,4
-15.8752,-6.5611,87.7965,-16.6174,-6.4911,88.2616,4
-15.8752,-6.5611,87.7965,-16.9661,-6.4643,88.6925,4
-15.8752,-6.5611,87.7965,-15.3926,-6.4232,88.805,4
-15.8752,-6.5611,87.7965,-15.8072,-6.1081,86.958,4
-15.8752,-6.5611,87.7965,-16.1377,-6.2528,87.0964,4
-15.8752,-6.5611,87.7965,-16.6203,-6.1769,87.5683,4
-15.8752,-6.5611,87.7965,-16.0571,-5.9602,86.4074,4
-15.8752,-6.5611,87.7965,-16.461,-5.9044,86.8159,4
-15.8752,-6.5611,87.7965,-16.3769,-5.6281,86.1729,4
-15.8752,-6.5611,87.7965,-16.7227,-5.5893,86.5828,4
-15.8752,-6.5611,87.7965,-15.4149,-6.0122,89.3427,4
-15.8752,-6.5611,87.7965,-15.5948,-5.7692,86.7284,4
-15.8752,-6.5611,87.7965,-16.084,-5.0283,84.8541,4
-15.8752,-6.5611,87.7965,-16.4185,-4.8194,84.9286,4
-15.8752,-6.5611,87.7965,-17.4373,-4.222,85.39,4
-15.8752,-6.5611,87.7965,-16.545,-4.4726,84.6123,4
-15.8752,-6.5611,87.7965,-16.1863,-5.0158,90.8455,4
-15.8752,-6.5611,87.7965,-15.8385,-5.2165,89.6753,4
-15.8752,-6.5611,87.7965,-15.5662,-5.4002,88.8535,4
-15.8752,-6.5611,87.7965,-15.4551,-5.0981,87.2315,4
-15.8752,-6.5611,87.7965,-19.0423,-3.9188,87.1472,4
-15.8752,-6.5611,87.7965,-17.6753,-4.0367,85.5252,4
-15.8752,-6.5611,87.7965,-18.5116,-3.6567,86.4922,4
-15.8752,-6.5611,87.7965,-16.1188,-4.7324,84.5397,4
-15.8752,-6.5611,87.7965,-17.2876,-3.8567,84.8865,4
-15.8752,-6.5611,87.7965,-17.6526,-3.6362,85.3493,4
-15.8752,-6.5611,87.7965,-15.9832,-4.4073,88.7323,4
-15.8752,-6.5611,87.7965,-19.1531,-3.4291,87.2693,4
-15.8752,-6.5611,87.7965,-16.0989,-3.1912,87.8266,4
-15.8752,-6.5611,87.7965,-16.3819,-0.72522,87.5099,4
-15.8752,-6.5611,87.7965,-16.5041,-1.1985,88.0941,4
-15.8752,-6.5611,87.7965,-14.5334,-0.78094,82.9057,4
-15.8752,-6.5611,87.7965,-16.4254,-0.30501,87.5713,4
-15.8752,-6.5611,87.7965,-14.6529,-0.24986,83.1852,4
-15.8752,-6.5611,87.7965,-14.7132,-0.18509,82.6767,4
-15.8752,-6.5611,87.7965,-14.735,7.9811,83.9773,4
-15.8752,-6.5611,87.7965,-30.9962,13.2745,78.0172,4
-15.8752,-6.5611,87.7965,-31.5351,13.4037,78.7005,4
-15.7454,-7.2611,89.6949,-15.4465,-6.9573,89.4201,4
-15.7454,-7.2611,89.6949,-15.5422,-6.7561,88.7064,4
-16.135,-6.7973,88.3733,-16.1377,-6.2528,87.0964,4
-16.135,-6.7973,88.3733,-16.6203,-6.1769,87.5683,4
-16.135,-6.7973,88.3733,-16.461,-5.9044,86.8159,4
-16.135,-6.7973,88.3733,-16.4185,-4.8194,84.9286,4
-16.135,-6.7973,88.3733,-17.4373,-4.222,85.39,4
-16.135,-6.7973,88.3733,-16.545,-4.4726,84.6123,4
-16.135,-6.7973,88.3733,-15.4551,-5.0981,87.2315,4
-16.135,-6.7973,88.3733,-17.6753,-4.0367,85.5252,4
-16.135,-6.7973,88.3733,-18.5116,-3.6567,86.4922,4
-16.135,-6.7973,88.3733,-17.2876,-3.8567,84.8865,4
-16.135,-6.7973,88.3733,-28.6054,11.9995,76.2433,4
-16.135,-6.7973,88.3733,-15.4529,-6.2644,87.9295,4
-16.135,-6.7973,88.3733,-15.5649,-6.0938,87.304,4
-15.9582,-6.4112,87.3662,-15.4551,-5.0981,87.2315,4
-15.9582,-6.4112,87.3662,-28.6054,11.9995,76.2433,4
-15.9582,-6.4112,87.3662,-15.6877,-5.5361,86.1529,4
-15.9582,-6.4112,87.3662,-15.5422,-6.7561,88.7064,4
-15.9582,-6.4112,87.3662,-15.4529,-6.2644,87.9295,4
-15.9582,-6.4112,87.3662,-15.5649,-6.0938,87.304,4
-15.9582,-6.4112,87.3662,-15.8941,-5.4614,85.595,4
-15.9582,-6.4112,87.3662,-18.4079,-5.1852,88.095,0
-15.9582,-6.4112,87.3662,-18.8942,-5.0658,88.3414,0
-15.9582,-6.4112,87.3662,-17.9284,-5.128,87.3912,0
-16.6174,-6.4911,88.2616,-15.4551,-5.0981,87.2315,4
-16.6174,-6.4911,88.2616,-17.1399,-5.6057,87.2253,4
-16.6174,-6.4911,88.2616,-17.3509,-5.3178,86.9209,0
-16.6174,-6.4911,88.2616,-17.4435,-6.0598,88.4521,4
-16.6174,-6.4911,88.2616,-16.7732,-0.032803,88.3547,0
-16.6174,-6.4911,88.2616,-16.5748,0.63649,87.5817,0
-16.6174,-6.4911,88.2616,-15.2559,1.2342,83.2263,0
-16.6174,-6.4911,88.2616,-27.5707,6.7953,75.8238,16
-16.6174,-6.4911,88.2616,-27.7971,7.4298,76.0217,16
-16.6174,-6.4911,88.2616,-15.4529,-6.2644,87.9295,4
-16.6174,-6.4911,88.2616,-15.5649,-6.0938,87.304,4
-16.9661,-6.4643,88.6925,-15.4551,-5.0981,87.2315,4
-16.9661,-6.4643,88.6925,-17.1399,-5.6057,87.2253,4
-16.9661,-6.4643,88.6925,-17.3509,-5.3178,86.9209,0
-16.9661,-6.4643,88.6925,-17.4435,-6.0598,88.4521,4
-16.9661,-6.4643,88.6925,-16.7732,-0.032803,88.3547,0
-16.9661,-6.4643,88.6925,-16.5748,0.63649,87.5817,0
-16.9661,-6.4643,88.6925,-15.2559,1.2342,83.2263,0
-16.9661,-6.4643,88.6925,-27.5707,6.7953,75.8238,16
-16.9661,-6.4643,88.6925,-27.7971,7.4298,76.0217,16
